c_eps,regime,method,Gamma,X,pi_treat_avg
1.5,uncap,IPW-O-W,8,1.0,1.0
1.5,uncap,DoublyRobust-O-W,1,-1.0,0.0
1.5,uncap,DoublyRobust-O-W,1,-0.6667,0.0
1.5,uncap,DoublyRobust-O-W,1,-0.3333,0.75
1.5,uncap,DoublyRobust-O-W,1,0.0,1.0
1.5,uncap,DoublyRobust-O-W,1,0.3333,1.0
1.5,uncap,DoublyRobust-O-W,1,0.6667,1.0
1.5,uncap,DoublyRobust-O-W,1,1.0,1.0
1.5,uncap,DoublyRobust-O-W,1.5,-1.0,0.0
1.5,uncap,DoublyRobust-O-W,1.5,-0.6667,0.0
1.5,uncap,DoublyRobust-O-W,1.5,-0.3333,0.7556
1.5,uncap,DoublyRobust-O-W,1.5,0.0,1.0
1.5,uncap,DoublyRobust-O-W,1.5,0.3333,1.0
1.5,uncap,DoublyRobust-O-W,1.5,0.6667,1.0
1.5,uncap,DoublyRobust-O-W,1.5,1.0,1.0
1.5,uncap,DoublyRobust-O-W,2,-1.0,0.0
1.5,uncap,DoublyRobust-O-W,2,-0.6667,0.0
1.5,uncap,DoublyRobust-O-W,2,-0.3333,0.6487
1.5,uncap,DoublyRobust-O-W,2,0.0,1.0
1.5,uncap,DoublyRobust-O-W,2,0.3333,1.0
1.5,uncap,DoublyRobust-O-W,2,0.6667,1.0
1.5,uncap,DoublyRobust-O-W,2,1.0,1.0
1.5,uncap,DoublyRobust-O-W,2.5,-1.0,0.0
1.5,uncap,DoublyRobust-O-W,2.5,-0.6667,0.0
1.5,uncap,DoublyRobust-O-W,2.5,-0.3333,0.5755
1.5,uncap,DoublyRobust-O-W,2.5,0.0,0.9644
1.5,uncap,DoublyRobust-O-W,2.5,0.3333,1.0
1.5,uncap,DoublyRobust-O-W,2.5,0.6667,1.0
1.5,uncap,DoublyRobust-O-W,2.5,1.0,1.0
1.5,uncap,DoublyRobust-O-W,3,-1.0,0.0
1.5,uncap,DoublyRobust-O-W,3,-0.6667,0.0
1.5,uncap,DoublyRobust-O-W,3,-0.3333,0.3114
1.5,uncap,DoublyRobust-O-W,3,0.0,0.9392
1.5,uncap,DoublyRobust-O-W,3,0.3333,1.0
1.5,uncap,DoublyRobust-O-W,3,0.6667,1.0
1.5,uncap,DoublyRobust-O-W,3,1.0,0.6304
1.5,uncap,DoublyRobust-O-W,4,-1.0,0.0
1.5,uncap,DoublyRobust-O-W,4,-0.6667,0.0
1.5,uncap,DoublyRobust-O-W,4,-0.3333,0.2066
1.5,uncap,DoublyRobust-O-W,4,0.0,0.8897
1.5,uncap,DoublyRobust-O-W,4,0.3333,1.0
1.5,uncap,DoublyRobust-O-W,4,0.6667,1.0
1.5,uncap,DoublyRobust-O-W,4,1.0,0.6502
1.5,uncap,DoublyRobust-O-W,5,-1.0,0.1839
1.5,uncap,DoublyRobust-O-W,5,-0.6667,0.0
1.5,uncap,DoublyRobust-O-W,5,-0.3333,0.4021
1.5,uncap,DoublyRobust-O-W,5,0.0,0.8404
1.5,uncap,DoublyRobust-O-W,5,0.3333,1.0
1.5,uncap,DoublyRobust-O-W,5,0.6667,1.0
1.5,uncap,DoublyRobust-O-W,5,1.0,0.8498
1.5,uncap,DoublyRobust-O-W,6,-1.0,0.2002
1.5,uncap,DoublyRobust-O-W,6,-0.6667,0.0
1.5,uncap,DoublyRobust-O-W,6,-0.3333,0.4559
1.5,uncap,DoublyRobust-O-W,6,0.0,0.8255
1.5,uncap,DoublyRobust-O-W,6,0.3333,1.0
1.5,uncap,DoublyRobust-O-W,6,0.6667,1.0
1.5,uncap,DoublyRobust-O-W,6,1.0,1.0
1.5,uncap,DoublyRobust-O-W,8,-1.0,0.1887
1.5,uncap,DoublyRobust-O-W,8,-0.6667,0.0
1.5,uncap,DoublyRobust-O-W,8,-0.3333,0.4545
1.5,uncap,DoublyRobust-O-W,8,0.0,0.7201
1.5,uncap,DoublyRobust-O-W,8,0.3333,1.0
1.5,uncap,DoublyRobust-O-W,8,0.6667,1.0
1.5,uncap,DoublyRobust-O-W,8,1.0,0.997
1.5,cap,IPW-X-X,1,-1.0,0.0
1.5,cap,IPW-X-X,1,-0.6667,0.0
1.5,cap,IPW-X-X,1,-0.3333,0.6047
1.5,cap,IPW-X-X,1,0.0,1.0
1.5,cap,IPW-X-X,1,0.3333,1.0
1.5,cap,IPW-X-X,1,0.6667,0.6128
1.5,cap,IPW-X-X,1,1.0,0.2216
1.5,cap,IPW-X-X,1.5,-1.0,0.0
1.5,cap,IPW-X-X,1.5,-0.6667,0.0
1.5,cap,IPW-X-X,1.5,-0.3333,0.6047
1.5,cap,IPW-X-X,1.5,0.0,1.0
1.5,cap,IPW-X-X,1.5,0.3333,1.0
1.5,cap,IPW-X-X,1.5,0.6667,0.6128
1.5,cap,IPW-X-X,1.5,1.0,0.2216
1.5,cap,IPW-X-X,2,-1.0,0.0
1.5,cap,IPW-X-X,2,-0.6667,0.0
1.5,cap,IPW-X-X,2,-0.3333,0.6047
1.5,cap,IPW-X-X,2,0.0,1.0
1.5,cap,IPW-X-X,2,0.3333,1.0
1.5,cap,IPW-X-X,2,0.6667,0.6128
1.5,cap,IPW-X-X,2,1.0,0.2216
1.5,cap,IPW-X-X,2.5,-1.0,0.0
1.5,cap,IPW-X-X,2.5,-0.6667,0.0
1.5,cap,IPW-X-X,2.5,-0.3333,0.6047
1.5,cap,IPW-X-X,2.5,0.0,1.0
1.5,cap,IPW-X-X,2.5,0.3333,1.0
1.5,cap,IPW-X-X,2.5,0.6667,0.6128
1.5,cap,IPW-X-X,2.5,1.0,0.2216
1.5,cap,IPW-X-X,3,-1.0,0.0
1.5,cap,IPW-X-X,3,-0.6667,0.0
1.5,cap,IPW-X-X,3,-0.3333,0.6047
1.5,cap,IPW-X-X,3,0.0,1.0
1.5,cap,IPW-X-X,3,0.3333,1.0
1.5,cap,IPW-X-X,3,0.6667,0.6128
1.5,cap,IPW-X-X,3,1.0,0.2216
1.5,cap,IPW-X-X,4,-1.0,0.0
1.5,cap,IPW-X-X,4,-0.6667,0.0
1.5,cap,IPW-X-X,4,-0.3333,0.6047
1.5,cap,IPW-X-X,4,0.0,1.0
1.5,cap,IPW-X-X,4,0.3333,1.0
1.5,cap,IPW-X-X,4,0.6667,0.6128
1.5,cap,IPW-X-X,4,1.0,0.2216
1.5,cap,IPW-X-X,5,-1.0,0.0
1.5,cap,IPW-X-X,5,-0.6667,0.0
1.5,cap,IPW-X-X,5,-0.3333,0.6047
1.5,cap,IPW-X-X,5,0.0,1.0
1.5,cap,IPW-X-X,5,0.3333,1.0
1.5,cap,IPW-X-X,5,0.6667,0.6128
1.5,cap,IPW-X-X,5,1.0,0.2216
1.5,cap,IPW-X-X,6,-1.0,0.0
1.5,cap,IPW-X-X,6,-0.6667,0.0
1.5,cap,IPW-X-X,6,-0.3333,0.6047
1.5,cap,IPW-X-X,6,0.0,1.0
1.5,cap,IPW-X-X,6,0.3333,1.0
1.5,cap,IPW-X-X,6,0.6667,0.6128
1.5,cap,IPW-X-X,6,1.0,0.2216
1.5,cap,IPW-X-X,8,-1.0,0.0
1.5,cap,IPW-X-X,8,-0.6667,0.0
1.5,cap,IPW-X-X,8,-0.3333,0.6047
1.5,cap,IPW-X-X,8,0.0,1.0
1.5,cap,IPW-X-X,8,0.3333,1.0
1.5,cap,IPW-X-X,8,0.6667,0.6128
1.5,cap,IPW-X-X,8,1.0,0.2216
1.5,cap,DoublyRobust-X-X,1,-1.0,0.0
1.5,cap,DoublyRobust-X-X,1,-0.6667,0.0
1.5,cap,DoublyRobust-X-X,1,-0.3333,0.0
1.5,cap,DoublyRobust-X-X,1,0.0,1.0
1.5,cap,DoublyRobust-X-X,1,0.3333,1.0
1.5,cap,DoublyRobust-X-X,1,0.6667,0.4671
1.5,cap,DoublyRobust-X-X,1,1.0,1.0
1.5,cap,DoublyRobust-X-X,1.5,-1.0,0.0
1.5,cap,DoublyRobust-X-X,1.5,-0.6667,0.0
1.5,cap,DoublyRobust-X-X,1.5,-0.3333,0.0
1.5,cap,DoublyRobust-X-X,1.5,0.0,1.0
1.5,cap,DoublyRobust-X-X,1.5,0.3333,1.0
1.5,cap,DoublyRobust-X-X,1.5,0.6667,0.4671
1.5,cap,DoublyRobust-X-X,1.5,1.0,1.0
1.5,cap,DoublyRobust-X-X,2,-1.0,0.0
1.5,cap,DoublyRobust-X-X,2,-0.6667,0.0
1.5,cap,DoublyRobust-X-X,2,-0.3333,0.0
1.5,cap,DoublyRobust-X-X,2,0.0,1.0
1.5,cap,DoublyRobust-X-X,2,0.3333,1.0
1.5,cap,DoublyRobust-X-X,2,0.6667,0.4671
1.5,cap,DoublyRobust-X-X,2,1.0,1.0
1.5,cap,DoublyRobust-X-X,2.5,-1.0,0.0
1.5,cap,DoublyRobust-X-X,2.5,-0.6667,0.0
1.5,cap,DoublyRobust-X-X,2.5,-0.3333,0.0
1.5,cap,DoublyRobust-X-X,2.5,0.0,1.0
1.5,cap,DoublyRobust-X-X,2.5,0.3333,1.0
1.5,cap,DoublyRobust-X-X,2.5,0.6667,0.4671
1.5,cap,DoublyRobust-X-X,2.5,1.0,1.0
1.5,cap,DoublyRobust-X-X,3,-1.0,0.0
1.5,cap,DoublyRobust-X-X,3,-0.6667,0.0
1.5,cap,DoublyRobust-X-X,3,-0.3333,0.0
1.5,cap,DoublyRobust-X-X,3,0.0,1.0
1.5,cap,DoublyRobust-X-X,3,0.3333,1.0
1.5,cap,DoublyRobust-X-X,3,0.6667,0.4671
1.5,cap,DoublyRobust-X-X,3,1.0,1.0
1.5,cap,DoublyRobust-X-X,4,-1.0,0.0
1.5,cap,DoublyRobust-X-X,4,-0.6667,0.0
1.5,cap,DoublyRobust-X-X,4,-0.3333,0.0
1.5,cap,DoublyRobust-X-X,4,0.0,1.0
1.5,cap,DoublyRobust-X-X,4,0.3333,1.0
1.5,cap,DoublyRobust-X-X,4,0.6667,0.4671
1.5,cap,DoublyRobust-X-X,4,1.0,1.0
1.5,cap,DoublyRobust-X-X,5,-1.0,0.0
1.5,cap,DoublyRobust-X-X,5,-0.6667,0.0
1.5,cap,DoublyRobust-X-X,5,-0.3333,0.0
1.5,cap,DoublyRobust-X-X,5,0.0,1.0
1.5,cap,DoublyRobust-X-X,5,0.3333,1.0
1.5,cap,DoublyRobust-X-X,5,0.6667,0.4671
1.5,cap,DoublyRobust-X-X,5,1.0,1.0
1.5,cap,DoublyRobust-X-X,6,-1.0,0.0
1.5,cap,DoublyRobust-X-X,6,-0.6667,0.0
1.5,cap,DoublyRobust-X-X,6,-0.3333,0.0
1.5,cap,DoublyRobust-X-X,6,0.0,1.0
1.5,cap,DoublyRobust-X-X,6,0.3333,1.0
1.5,cap,DoublyRobust-X-X,6,0.6667,0.4671
1.5,cap,DoublyRobust-X-X,6,1.0,1.0
1.5,cap,DoublyRobust-X-X,8,-1.0,0.0
1.5,cap,DoublyRobust-X-X,8,-0.6667,0.0
1.5,cap,DoublyRobust-X-X,8,-0.3333,0.0
1.5,cap,DoublyRobust-X-X,8,0.0,1.0
1.5,cap,DoublyRobust-X-X,8,0.3333,1.0
1.5,cap,DoublyRobust-X-X,8,0.6667,0.4671
1.5,cap,DoublyRobust-X-X,8,1.0,1.0
1.5,cap,Direct-X-X,1,-1.0,0.0
1.5,cap,Direct-X-X,1,-0.6667,0.0
1.5,cap,Direct-X-X,1,-0.3333,0.5
1.5,cap,Direct-X-X,1,0.0,1.0
1.5,cap,Direct-X-X,1,0.3333,1.0
1.5,cap,Direct-X-X,1,0.6667,0.0
1.5,cap,Direct-X-X,1,1.0,0.0
1.5,cap,Direct-X-X,1.5,-1.0,0.0
1.5,cap,Direct-X-X,1.5,-0.6667,0.0
1.5,cap,Direct-X-X,1.5,-0.3333,0.5
1.5,cap,Direct-X-X,1.5,0.0,1.0
1.5,cap,Direct-X-X,1.5,0.3333,1.0
1.5,cap,Direct-X-X,1.5,0.6667,0.0
1.5,cap,Direct-X-X,1.5,1.0,0.0
1.5,cap,Direct-X-X,2,-1.0,0.0
1.5,cap,Direct-X-X,2,-0.6667,0.0
1.5,cap,Direct-X-X,2,-0.3333,0.5
1.5,cap,Direct-X-X,2,0.0,1.0
1.5,cap,Direct-X-X,2,0.3333,1.0
1.5,cap,Direct-X-X,2,0.6667,0.0
1.5,cap,Direct-X-X,2,1.0,0.0
1.5,cap,Direct-X-X,2.5,-1.0,0.0
1.5,cap,Direct-X-X,2.5,-0.6667,0.0
1.5,cap,Direct-X-X,2.5,-0.3333,0.5
1.5,cap,Direct-X-X,2.5,0.0,1.0
1.5,cap,Direct-X-X,2.5,0.3333,1.0
1.5,cap,Direct-X-X,2.5,0.6667,0.0
1.5,cap,Direct-X-X,2.5,1.0,0.0
1.5,cap,Direct-X-X,3,-1.0,0.0
1.5,cap,Direct-X-X,3,-0.6667,0.0
1.5,cap,Direct-X-X,3,-0.3333,0.5
1.5,cap,Direct-X-X,3,0.0,1.0
1.5,cap,Direct-X-X,3,0.3333,1.0
1.5,cap,Direct-X-X,3,0.6667,0.0
1.5,cap,Direct-X-X,3,1.0,0.0
1.5,cap,Direct-X-X,4,-1.0,0.0
1.5,cap,Direct-X-X,4,-0.6667,0.0
1.5,cap,Direct-X-X,4,-0.3333,0.5
1.5,cap,Direct-X-X,4,0.0,1.0
1.5,cap,Direct-X-X,4,0.3333,1.0
1.5,cap,Direct-X-X,4,0.6667,0.0
1.5,cap,Direct-X-X,4,1.0,0.0
1.5,cap,Direct-X-X,5,-1.0,0.0
1.5,cap,Direct-X-X,5,-0.6667,0.0
1.5,cap,Direct-X-X,5,-0.3333,0.5
1.5,cap,Direct-X-X,5,0.0,1.0
1.5,cap,Direct-X-X,5,0.3333,1.0
1.5,cap,Direct-X-X,5,0.6667,0.0
1.5,cap,Direct-X-X,5,1.0,0.0
1.5,cap,Direct-X-X,6,-1.0,0.0
1.5,cap,Direct-X-X,6,-0.6667,0.0
1.5,cap,Direct-X-X,6,-0.3333,0.5
1.5,cap,Direct-X-X,6,0.0,1.0
1.5,cap,Direct-X-X,6,0.3333,1.0
1.5,cap,Direct-X-X,6,0.6667,0.0
1.5,cap,Direct-X-X,6,1.0,0.0
1.5,cap,Direct-X-X,8,-1.0,0.0
1.5,cap,Direct-X-X,8,-0.6667,0.0
1.5,cap,Direct-X-X,8,-0.3333,0.5
1.5,cap,Direct-X-X,8,0.0,1.0
1.5,cap,Direct-X-X,8,0.3333,1.0
1.5,cap,Direct-X-X,8,0.6667,0.0
1.5,cap,Direct-X-X,8,1.0,0.0
1.5,cap,IPW-O-X,1,-1.0,0.0
1.5,cap,IPW-O-X,1,-0.6667,0.0
1.5,cap,IPW-O-X,1,-0.3333,0.6047
1.5,cap,IPW-O-X,1,0.0,1.0
1.5,cap,IPW-O-X,1,0.3333,1.0
1.5,cap,IPW-O-X,1,0.6667,0.6128
1.5,cap,IPW-O-X,1,1.0,0.2216
1.5,cap,IPW-O-X,1.5,-1.0,0.0
1.5,cap,IPW-O-X,1.5,-0.6667,0.0251
1.5,cap,IPW-O-X,1.5,-0.3333,0.5457
1.5,cap,IPW-O-X,1.5,0.0,1.0
1.5,cap,IPW-O-X,1.5,0.3333,1.0
1.5,cap,IPW-O-X,1.5,0.6667,0.6244
1.5,cap,IPW-O-X,1.5,1.0,0.2451
1.5,cap,IPW-O-X,2,-1.0,0.0
1.5,cap,IPW-O-X,2,-0.6667,0.0
1.5,cap,IPW-O-X,2,-0.3333,0.103
1.5,cap,IPW-O-X,2,0.0,1.0
1.5,cap,IPW-O-X,2,0.3333,1.0
1.5,cap,IPW-O-X,2,0.6667,0.5489
1.5,cap,IPW-O-X,2,1.0,0.0487
1.5,cap,IPW-O-X,2.5,-1.0,0.0
1.5,cap,IPW-O-X,2.5,-0.6667,0.0
1.5,cap,IPW-O-X,2.5,-0.3333,0.0447
1.5,cap,IPW-O-X,2.5,0.0,0.7569
1.5,cap,IPW-O-X,2.5,0.3333,1.0
1.5,cap,IPW-O-X,2.5,0.6667,0.5
1.5,cap,IPW-O-X,2.5,1.0,0.0
1.5,cap,IPW-O-X,3,-1.0,0.0
1.5,cap,IPW-O-X,3,-0.6667,0.0
1.5,cap,IPW-O-X,3,-0.3333,0.0224
1.5,cap,IPW-O-X,3,0.0,0.5167
1.5,cap,IPW-O-X,3,0.3333,1.0
1.5,cap,IPW-O-X,3,0.6667,0.5
1.5,cap,IPW-O-X,3,1.0,0.0
1.5,cap,IPW-O-X,4,-1.0,0.0
1.5,cap,IPW-O-X,4,-0.6667,0.0
1.5,cap,IPW-O-X,4,-0.3333,0.0039
1.5,cap,IPW-O-X,4,0.0,0.2621
1.5,cap,IPW-O-X,4,0.3333,1.0
1.5,cap,IPW-O-X,4,0.6667,0.5
1.5,cap,IPW-O-X,4,1.0,0.0
1.5,cap,IPW-O-X,5,-1.0,0.0
1.5,cap,IPW-O-X,5,-0.6667,0.0
1.5,cap,IPW-O-X,5,-0.3333,0.0
1.5,cap,IPW-O-X,5,0.0,0.0141
1.5,cap,IPW-O-X,5,0.3333,1.0
1.5,cap,IPW-O-X,5,0.6667,0.25
1.5,cap,IPW-O-X,5,1.0,0.0
1.5,cap,IPW-O-X,6,-1.0,0.0
1.5,cap,IPW-O-X,6,-0.6667,0.0
1.5,cap,IPW-O-X,6,-0.3333,0.0
1.5,cap,IPW-O-X,6,0.0,0.0077
1.5,cap,IPW-O-X,6,0.3333,1.0
1.5,cap,IPW-O-X,6,0.6667,0.25
1.5,cap,IPW-O-X,6,1.0,0.0
1.5,cap,IPW-O-X,8,-1.0,0.0
1.5,cap,IPW-O-X,8,-0.6667,0.0
1.5,cap,IPW-O-X,8,-0.3333,0.0
1.5,cap,IPW-O-X,8,0.0,0.0
1.5,cap,IPW-O-X,8,0.3333,1.0
1.5,cap,IPW-O-X,8,0.6667,0.25
1.5,cap,IPW-O-X,8,1.0,0.0
1.5,cap,DoublyRobust-O-X,1,-1.0,0.0
1.5,cap,DoublyRobust-O-X,1,-0.6667,0.0
1.5,cap,DoublyRobust-O-X,1,-0.3333,0.0
1.5,cap,DoublyRobust-O-X,1,0.0,1.0
1.5,cap,DoublyRobust-O-X,1,0.3333,1.0
1.5,cap,DoublyRobust-O-X,1,0.6667,0.4671
1.5,cap,DoublyRobust-O-X,1,1.0,1.0
1.5,cap,DoublyRobust-O-X,1.5,-1.0,0.0
1.5,cap,DoublyRobust-O-X,1.5,-0.6667,0.0
1.5,cap,DoublyRobust-O-X,1.5,-0.3333,0.2515
1.5,cap,DoublyRobust-O-X,1.5,0.0,1.0
1.5,cap,DoublyRobust-O-X,1.5,0.3333,1.0
1.5,cap,DoublyRobust-O-X,1.5,0.6667,0.4553
1.5,cap,DoublyRobust-O-X,1.5,1.0,0.75
1.5,cap,DoublyRobust-O-X,2,-1.0,0.0
1.5,cap,DoublyRobust-O-X,2,-0.6667,0.0
1.5,cap,DoublyRobust-O-X,2,-0.3333,0.4885
1.5,cap,DoublyRobust-O-X,2,0.0,0.9367
1.5,cap,DoublyRobust-O-X,2,0.3333,1.0
1.5,cap,DoublyRobust-O-X,2,0.6667,0.8134
1.5,cap,DoublyRobust-O-X,2,1.0,0.1986
1.5,cap,DoublyRobust-O-X,2.5,-1.0,0.0
1.5,cap,DoublyRobust-O-X,2.5,-0.6667,0.0
1.5,cap,DoublyRobust-O-X,2.5,-0.3333,0.4956
1.5,cap,DoublyRobust-O-X,2.5,0.0,0.8932
1.5,cap,DoublyRobust-O-X,2.5,0.3333,1.0
1.5,cap,DoublyRobust-O-X,2.5,0.6667,0.8978
1.5,cap,DoublyRobust-O-X,2.5,1.0,0.1559
1.5,cap,DoublyRobust-O-X,3,-1.0,0.0
1.5,cap,DoublyRobust-O-X,3,-0.6667,0.0
1.5,cap,DoublyRobust-O-X,3,-0.3333,0.4399
1.5,cap,DoublyRobust-O-X,3,0.0,0.8414
1.5,cap,DoublyRobust-O-X,3,0.3333,1.0
1.5,cap,DoublyRobust-O-X,3,0.6667,1.0
1.5,cap,DoublyRobust-O-X,3,1.0,0.1619
1.5,cap,DoublyRobust-O-X,4,-1.0,0.0
1.5,cap,DoublyRobust-O-X,4,-0.6667,0.0
1.5,cap,DoublyRobust-O-X,4,-0.3333,0.4046
1.5,cap,DoublyRobust-O-X,4,0.0,0.7631
1.5,cap,DoublyRobust-O-X,4,0.3333,1.0
1.5,cap,DoublyRobust-O-X,4,0.6667,1.0
1.5,cap,DoublyRobust-O-X,4,1.0,0.2842
1.5,cap,DoublyRobust-O-X,5,-1.0,0.0
1.5,cap,DoublyRobust-O-X,5,-0.6667,0.0
1.5,cap,DoublyRobust-O-X,5,-0.3333,0.3536
1.5,cap,DoublyRobust-O-X,5,0.0,0.7058
1.5,cap,DoublyRobust-O-X,5,0.3333,1.0
1.5,cap,DoublyRobust-O-X,5,0.6667,1.0
1.5,cap,DoublyRobust-O-X,5,1.0,0.3998
1.5,cap,DoublyRobust-O-X,6,-1.0,0.0
1.5,cap,DoublyRobust-O-X,6,-0.6667,0.0
1.5,cap,DoublyRobust-O-X,6,-0.3333,0.3552
1.5,cap,DoublyRobust-O-X,6,0.0,0.6667
1.5,cap,DoublyRobust-O-X,6,0.3333,1.0
1.5,cap,DoublyRobust-O-X,6,0.6667,1.0
1.5,cap,DoublyRobust-O-X,6,1.0,0.4402
1.5,cap,DoublyRobust-O-X,8,-1.0,0.0
1.5,cap,DoublyRobust-O-X,8,-0.6667,0.0
1.5,cap,DoublyRobust-O-X,8,-0.3333,0.3607
1.5,cap,DoublyRobust-O-X,8,0.0,0.6373
1.5,cap,DoublyRobust-O-X,8,0.3333,1.0
1.5,cap,DoublyRobust-O-X,8,0.6667,1.0
1.5,cap,DoublyRobust-O-X,8,1.0,0.4653
1.5,cap,Hajek-O-X,1,-1.0,0.0
1.5,cap,Hajek-O-X,1,-0.6667,0.0
1.5,cap,Hajek-O-X,1,-0.3333,0.6047
1.5,cap,Hajek-O-X,1,0.0,1.0
1.5,cap,Hajek-O-X,1,0.3333,1.0
1.5,cap,Hajek-O-X,1,0.6667,0.6128
1.5,cap,Hajek-O-X,1,1.0,0.2216
1.5,cap,Hajek-O-X,1.5,-1.0,0.0
1.5,cap,Hajek-O-X,1.5,-0.6667,0.0
1.5,cap,Hajek-O-X,1.5,-0.3333,0.4765
1.5,cap,Hajek-O-X,1.5,0.0,1.0
1.5,cap,Hajek-O-X,1.5,0.3333,1.0
1.5,cap,Hajek-O-X,1.5,0.6667,0.169
1.5,cap,Hajek-O-X,1.5,1.0,0.1391
1.5,cap,Hajek-O-X,2,-1.0,0.0
1.5,cap,Hajek-O-X,2,-0.6667,0.0
1.5,cap,Hajek-O-X,2,-0.3333,0.2407
1.5,cap,Hajek-O-X,2,0.0,0.5059
1.5,cap,Hajek-O-X,2,0.3333,0.2597
1.5,cap,Hajek-O-X,2,0.6667,0.0143
1.5,cap,Hajek-O-X,2,1.0,0.0131
1.5,cap,Hajek-O-X,2.5,-1.0,0.0
1.5,cap,Hajek-O-X,2.5,-0.6667,0.0
1.5,cap,Hajek-O-X,2.5,-0.3333,0.0
1.5,cap,Hajek-O-X,2.5,0.0,0.0
1.5,cap,Hajek-O-X,2.5,0.3333,0.0
1.5,cap,Hajek-O-X,2.5,0.6667,0.0
1.5,cap,Hajek-O-X,2.5,1.0,0.0
1.5,cap,Hajek-O-X,3,-1.0,0.0
1.5,cap,Hajek-O-X,3,-0.6667,0.0
1.5,cap,Hajek-O-X,3,-0.3333,0.0
1.5,cap,Hajek-O-X,3,0.0,0.0
1.5,cap,Hajek-O-X,3,0.3333,0.0
1.5,cap,Hajek-O-X,3,0.6667,0.0
1.5,cap,Hajek-O-X,3,1.0,0.0
1.5,cap,Hajek-O-X,4,-1.0,0.0
1.5,cap,Hajek-O-X,4,-0.6667,0.0
1.5,cap,Hajek-O-X,4,-0.3333,0.0
1.5,cap,Hajek-O-X,4,0.0,0.0
1.5,cap,Hajek-O-X,4,0.3333,0.0
1.5,cap,Hajek-O-X,4,0.6667,0.0
1.5,cap,Hajek-O-X,4,1.0,0.0
1.5,cap,Hajek-O-X,5,-1.0,0.0
1.5,cap,Hajek-O-X,5,-0.6667,0.0
1.5,cap,Hajek-O-X,5,-0.3333,0.0
1.5,cap,Hajek-O-X,5,0.0,0.0
1.5,cap,Hajek-O-X,5,0.3333,0.0
1.5,cap,Hajek-O-X,5,0.6667,0.0
1.5,cap,Hajek-O-X,5,1.0,0.0
1.5,cap,Hajek-O-X,6,-1.0,0.0
1.5,cap,Hajek-O-X,6,-0.6667,0.0
1.5,cap,Hajek-O-X,6,-0.3333,0.0
1.5,cap,Hajek-O-X,6,0.0,0.0
1.5,cap,Hajek-O-X,6,0.3333,0.0
1.5,cap,Hajek-O-X,6,0.6667,0.0
1.5,cap,Hajek-O-X,6,1.0,0.0
1.5,cap,Hajek-O-X,8,-1.0,0.0
1.5,cap,Hajek-O-X,8,-0.6667,0.0
1.5,cap,Hajek-O-X,8,-0.3333,0.0
1.5,cap,Hajek-O-X,8,0.0,0.0
1.5,cap,Hajek-O-X,8,0.3333,0.0
1.5,cap,Hajek-O-X,8,0.6667,0.0
1.5,cap,Hajek-O-X,8,1.0,0.0
1.5,cap,IPW-O-W,1,-1.0,0.0
1.5,cap,IPW-O-W,1,-0.6667,0.0
1.5,cap,IPW-O-W,1,-0.3333,0.6047
1.5,cap,IPW-O-W,1,0.0,1.0
1.5,cap,IPW-O-W,1,0.3333,1.0
1.5,cap,IPW-O-W,1,0.6667,0.6128
1.5,cap,IPW-O-W,1,1.0,0.2216
1.5,cap,IPW-O-W,1.5,-1.0,0.0
1.5,cap,IPW-O-W,1.5,-0.6667,0.0
1.5,cap,IPW-O-W,1.5,-0.3333,0.4481
1.5,cap,IPW-O-W,1.5,0.0,1.0
1.5,cap,IPW-O-W,1.5,0.3333,1.0
1.5,cap,IPW-O-W,1.5,0.6667,0.5995
1.5,cap,IPW-O-W,1.5,1.0,0.4042
1.5,cap,IPW-O-W,2,-1.0,0.0
1.5,cap,IPW-O-W,2,-0.6667,0.0
1.5,cap,IPW-O-W,2,-0.3333,0.2643
1.5,cap,IPW-O-W,2,0.0,0.9148
1.5,cap,IPW-O-W,2,0.3333,1.0
1.5,cap,IPW-O-W,2,0.6667,0.5786
1.5,cap,IPW-O-W,2,1.0,0.6866
1.5,cap,IPW-O-W,2.5,-1.0,0.0
1.5,cap,IPW-O-W,2.5,-0.6667,0.0
1.5,cap,IPW-O-W,2.5,-0.3333,0.1775
1.5,cap,IPW-O-W,2.5,0.0,0.7224
1.5,cap,IPW-O-W,2.5,0.3333,0.8947
1.5,cap,IPW-O-W,2.5,0.6667,0.748
1.5,cap,IPW-O-W,2.5,1.0,0.8942
1.5,cap,IPW-O-W,3,-1.0,0.0
1.5,cap,IPW-O-W,3,-0.6667,0.0
1.5,cap,IPW-O-W,3,-0.3333,0.1624
1.5,cap,IPW-O-W,3,0.0,0.6904
1.5,cap,IPW-O-W,3,0.3333,0.8974
1.5,cap,IPW-O-W,3,0.6667,0.7694
1.5,cap,IPW-O-W,3,1.0,0.9196
1.5,cap,IPW-O-W,4,-1.0,0.0
1.5,cap,IPW-O-W,4,-0.6667,0.0
1.5,cap,IPW-O-W,4,-0.3333,0.1578
1.5,cap,IPW-O-W,4,0.0,0.5503
1.5,cap,IPW-O-W,4,0.3333,0.9543
1.5,cap,IPW-O-W,4,0.6667,0.8019
1.5,cap,IPW-O-W,4,1.0,0.9861
1.5,cap,IPW-O-W,5,-1.0,0.0
1.5,cap,IPW-O-W,5,-0.6667,0.0
1.5,cap,IPW-O-W,5,-0.3333,0.1613
1.5,cap,IPW-O-W,5,0.0,0.5324
1.5,cap,IPW-O-W,5,0.3333,0.9667
